,model,real_forwad_time,real_calc_loss_time,real_backward_time,real_update_time,cuda_forward_time,cuda_calc_loss_time,cuda_backward_time,cuda_update_time
21,/resnet101_32_2_2_no,16002719.646403112,431378.7101749838,23251169.83318211,4315514.3945560595,39.916739013978436,0.45955015414346756,79.94924318631284,4.514004556112817
22,/resnet101_32_2_3_no,16325132.895268956,444341.1430978613,23395186.201296177,2952114.637329877,40.03958631949384,0.4731207795503923,80.05703841164294,3.0804821588900557
23,/resnet101_32_2_8_no,16593710.811924823,450584.1372650681,23650981.687751133,1199918.1678548283,40.163093951825424,0.47881818996453857,80.08746124930144,1.2537856599587611
24,/resnet101_32_4_1_no,15818397.993519118,419016.20764744,23490116.863253403,8588982.190537913,39.466006687532676,0.44478878032365404,79.74738991144642,8.99824779044477
25,/resnet101_32_4_2_no,16064042.751652624,441110.4721970188,23362166.925469864,4278366.239403759,39.84418901899613,0.47072257945387685,79.82890320714232,4.47607294868265
26,/resnet101_32_4_3_no,16359529.8492547,450139.77446532727,23867686.964225534,3028697.627738172,39.951126223976395,0.4786105944421951,79.94745167196376,3.153088492843155
27,/resnet101_32_4_8_no,16362689.233959818,446078.23084899544,23749120.09773169,1147207.3392093324,40.15604486768306,0.4741909857537556,79.96994773236791,1.2028262332142152
28,/resnet101_32_8_1_no,15831578.127932599,438044.31561892416,23654590.522618275,8765913.285547635,39.42174172837164,0.4654912623177854,79.70971843796123,9.155873083620202
29,/resnet101_32_8_2_no,16234653.637848347,463793.5593000648,23800587.78690862,4554890.817757615,39.81169259373584,0.4927222252162493,79.86961551451174,4.743165654807979
30,/resnet101_32_8_3_no,15995324.770187946,427027.63447828905,23425529.50563837,2926599.162410888,39.98776950972156,0.4540800124445444,79.96232562853157,3.060415461737414
31,/resnet101_32_8_8_no,15909795.096565133,423340.4768632534,23512348.663383022,1151175.933765392,40.16596242171638,0.4527438350355015,80.03578776213077,1.2077614948026745
32,/resnet101_64_1_1_no,14993130.24671916,373682.9091863517,22998875.41207349,8662552.42152231,77.18180501742626,0.39898957286098496,152.24703388965037,9.122757326211204
33,/resnet101_64_1_2_no,15201515.615485564,385581.9527559055,23238978.878215224,4328889.500787402,77.36751050473511,0.4110504902214829,152.23266362267842,4.550712560281998
34,/resnet101_64_1_3_no,15630658.790026248,416143.90157480317,23037358.760104988,3049405.454593176,77.46897503710169,0.44282555755354913,152.16135161492454,3.1904484176362944
35,/resnet101_64_1_8_no,16569591.50656168,495795.3845144357,23622750.525721785,1403974.828871391,77.6424800937883,0.5259534700492549,152.56532731844683,1.456200034842824
36,/resnet101_64_2_1_no,16164010.48871391,512246.12598425196,23756152.947506562,10120027.951706037,77.04342879898591,0.5422820703759594,152.16845238753191,10.45485065915766
37,/resnet101_64_2_2_no,16403752.662204724,507754.2081364829,23804928.082414698,5033799.005511811,77.33140905435317,0.5377945451833445,152.34947386413734,5.204493347623843
38,/resnet101_64_2_3_no,16018244.524146982,492489.24908136483,23220535.83543307,3226082.5018372703,77.5225316035153,0.5238777108588244,152.32424751542058,3.3513079306017852
39,/resnet101_64_2_8_no,16587803.558530184,495837.75669291336,23158236.28293963,1301774.174015748,77.72450346959232,0.5265475696035883,152.5605440765541,1.3540803492313687
40,/resnet101_64_4_1_no,16225617.944094488,536213.7734908137,23716173.04120735,10680235.063254593,76.96608201324783,0.5683759203302892,152.06141581297547,10.993396994823545
41,/resnet101_64_4_2_no,16666620.111286089,526680.3811023622,23467888.556430448,5146518.771391076,77.2919328289082,0.5591795568664869,152.1795988698644,5.305498041624198
42,/resnet101_64_4_3_no,16529051.603412073,505653.3099737533,23410159.122834645,3395462.8446194227,77.43413825998782,0.5355410138179311,152.23607127872978,3.5076280751803357
43,/resnet101_64_4_8_no,16689989.542782152,509559.0433070866,23492197.36089239,1314798.065879265,77.62840748033499,0.5401588997854961,152.41364542843476,1.3669357250867475
44,/resnet101_64_8_1_no,15139643.807874016,409572.2446194226,23019321.869816273,8966235.858267717,77.0963941764331,0.43689893135052965,152.08999657918775,9.381291810358602
45,/resnet101_64_8_2_no,15330361.228346456,411948.02388451446,23007158.241732284,4571810.756167979,77.30526948112828,0.43894369743392847,152.0769321802094,4.786293001995566
46,/resnet101_64_8_3_no,15410339.31784777,415322.16299212596,22945715.62703412,3044813.279790026,77.45875707310954,0.4425520292417271,152.18552186220023,3.1893824458909354
47,/resnet101_64_8_8_no,15667325.120734908,410597.2267716536,23036436.39422572,1204577.7973753281,77.63455248304552,0.43771435170387973,152.33045138962314,1.2626586965319464
