,model,real_forwad_time,real_calc_loss_time,real_backward_time,real_update_time,cuda_forward_time,cuda_calc_loss_time,cuda_backward_time,cuda_update_time
0,/resnet50_128_1_1_fp16,10466984.346630728,272633.45714285714,15060885.49703504,4900676.232345014,50.64931421716901,0.2962167890044557,96.53435003275499,5.1366169816400165
1,/resnet50_128_1_2_fp16,9972693.239892183,270692.83234501345,15121346.573584905,2448171.6005390836,50.6031464034335,0.29422671681224816,96.61615622178563,2.5707044585163623
2,/resnet50_128_1_3_fp16,10396591.147708895,271980.5433962264,14922908.08032345,1644773.8005390835,50.63282153805633,0.29500325626199136,96.62652901703457,1.7269935602166582
3,/resnet50_128_1_8_fp16,10166050.502425876,269507.3929919138,15048113.164420485,617198.003773585,50.628465530107604,0.2929502705478604,96.48333016778581,0.6585390047659103
4,/resnet50_128_2_1_fp16,8524131.756334232,305666.3628032345,15080322.095956873,5757997.546630728,52.204427670789855,0.33077701350669014,98.08758759614271,5.954340088014011
5,/resnet50_128_2_2_fp16,8815064.808086254,306794.71428571426,15206997.102425875,2949551.844204852,52.216403175621345,0.3320990019329796,97.84826414617245,3.058367792280978
6,/resnet50_128_2_3_fp16,8911836.82587601,306069.5859838275,14962491.691644205,2108514.663072776,52.39497932578033,0.3322776147417945,98.08234027338156,2.1823129512158768
7,/resnet50_128_2_8_fp16,9174878.819407009,317385.23396226414,15159399.502425876,794004.6350404313,52.456488981015596,0.34363230222238683,98.10056099698872,0.8294318909111691
8,/resnet50_128_4_1_fp16,9285436.897574125,350178.3293800539,15269793.132614555,6266914.328301887,52.10540879241861,0.37736354507204656,97.97914098035294,6.4458560491186585
9,/resnet50_128_4_2_fp16,9026274.26684636,364976.47115902964,15683301.607008087,3042397.4,52.521165318244876,0.3921391094630619,98.54613993971174,3.14716391421734
10,/resnet50_128_4_3_fp16,8579304.09541779,333254.0679245283,15245810.394609164,1915170.93638814,52.63937618738879,0.35985661251445344,98.62936578015433,1.9996888871231893
11,/resnet50_128_4_8_fp16,8669625.361185985,372384.6781671159,15327176.554716982,717634.3283018868,52.63765060959479,0.39991693810793266,98.574209718113,0.752713107279153
12,/resnet50_128_8_1_fp16,8416290.86199461,321344.251212938,14780555.324528301,5469271.3870619945,52.23583080980656,0.346560172531804,98.10067247457582,5.724643228124736
13,/resnet50_128_8_2_fp16,8372988.303504043,340585.1762803235,14841451.432345014,2653629.5816711592,52.51972537593379,0.3656337594046104,98.39200590601507,2.782112723998123
14,/resnet50_128_8_3_fp16,8501804.66199461,323768.4,14877542.667385444,1887643.012398922,52.577870001368765,0.34847135769951376,98.44042811226652,1.9717111755393426
15,/resnet50_128_8_8_fp16,8583379.7180593,365406.69649595686,15228141.180053908,698476.7946091645,52.58968026503077,0.39100580913117633,98.40945336478097,0.7403292630741378
16,/resnet50_256_1_1_fp16,12290588.568181818,284040.60795454547,15390214.415909091,4941675.589772727,103.54804886037653,0.30748338183726776,192.17107892903414,5.184783265807412
17,/resnet50_256_1_2_fp16,12545209.818181818,322964.8522727273,15940552.904545454,2754613.2522727274,103.49977435632185,0.34912967290729285,191.94778793508357,2.865459992859343
