,model,real_forwad_time,real_calc_loss_time,real_backward_time,real_update_time,cuda_forward_time,cuda_calc_loss_time,cuda_backward_time,cuda_update_time
0,/resnet34_128_1_1_no,9567645.11374663,268177.2587601078,11651887.914285714,3148198.7115902966,49.57115198017131,0.294266617776088,110.22683329209484,3.5625856850667783
1,/resnet34_128_1_2_no,9195373.84097035,258762.64474393532,11588682.665768195,1621804.7320754717,49.50793673985731,0.28447801631415953,110.24019276498142,1.8403532257885986
2,/resnet34_128_1_3_no,8697151.450673854,293515.3385444744,11595427.746630728,1126420.464690027,49.555537496808405,0.31958946964008145,110.27043751102252,1.263610012624965
3,/resnet34_128_1_8_no,8686800.065768193,264413.12991913746,11530055.26522911,418499.7628032345,49.48966522216797,0.2907712349351847,110.16415200451956,0.4825284668949817
4,/resnet34_128_2_1_no,6140325.995148248,361157.46954177896,11615581.531536387,3668486.310512129,50.230433934461075,0.39085277842704175,110.68780149475262,4.019642755349048
5,/resnet34_128_2_2_no,6725781.8339622645,387816.04636118596,11749219.966037735,2371585.307277628,50.37729960644663,0.4200794742475301,111.05123736029365,2.5238757425653082
6,/resnet34_128_2_3_no,6464835.855525606,355239.2194070081,11450252.453908356,1371998.115902965,50.402024547237595,0.38491728722727847,110.90385081658788,1.4915187250280557
7,/resnet34_128_2_8_no,6604678.222102426,365147.7191374663,11540865.443665769,544420.5725067386,50.48038536750403,0.3943913920709708,110.95849231812511,0.5978657636590643
8,/resnet34_128_4_1_no,6236288.032345014,356309.6501347709,11507208.18921833,3709779.7665768196,50.17972248416705,0.38577737132654677,110.61710495036246,4.0490669735037095
9,/resnet34_128_4_2_no,6521414.846361186,377024.2,11685432.490566038,2040699.366037736,50.26408153852684,0.4079561489932942,110.66194332976225,2.209779321788898
10,/resnet34_128_4_3_no,6544518.999460916,353506.5385444744,11532060.731536388,1349038.5832884097,50.35178229853792,0.38425375686260566,110.72177279901634,1.4685514711938055
11,/resnet34_128_4_8_no,6554196.376819407,360062.3266846361,11601511.237196766,527797.8587601078,50.38500067615766,0.39053000122148074,110.7307927874542,0.5824428361300831
12,/resnet34_128_8_1_no,6299039.288948787,364925.3444743935,11658367.340161726,4132647.715902965,50.059158197696,0.3961656064036079,110.43816266329783,4.45458546121808
13,/resnet34_128_8_2_no,6402204.764420485,373159.25929919136,11755260.602156334,1895145.9471698112,50.21442307629032,0.4028038380481805,110.5699537292645,2.0731344409929613
14,/resnet34_128_8_3_no,6581632.883557951,361513.79299191374,11835747.787061995,1389457.159568733,50.30366790545276,0.3907988525947149,110.70191683704962,1.5071045678992558
15,/resnet34_128_8_8_no,6543620.8361185985,355294.3245283019,11852484.431266846,519300.1628032345,50.2967686717401,0.38499510526416114,110.62141321393037,0.5724383401395778
16,/resnet34_256_1_1_no,7829939.004545455,270780.50113636366,11764826.540909091,3489797.828409091,99.30166358947754,0.2960874180648137,214.60686005679045,3.8967326177792114
17,/resnet34_256_1_2_no,7707978.870454545,252297.36931818182,11591165.65,1794394.5568181819,99.19688040559942,0.27720149062065913,214.39396210583774,2.0071759624787693
18,/resnet34_256_1_3_no,7631701.2920454545,230771.4193181818,11656932.682954546,1213821.9215909091,99.14854280731895,0.2540140365673737,214.10783730420198,1.3665402602573686
19,/resnet34_256_1_8_no,7739059.35,249531.10113636364,11618690.55,493155.4409090909,99.16006184924733,0.27396320052952927,214.2877891107039,0.5561855291439728
20,/resnet34_256_2_1_no,6468824.713636364,353352.4511363636,11577754.395454545,4601298.896590909,100.55818206180226,0.3829505454156209,215.9690030184659,4.904133026166396
21,/resnet34_256_2_2_no,6526085.856818181,368115.1386363636,11585557.561363636,2467727.922727273,100.72765928615223,0.3984629819846966,216.12978086471557,2.6255405803613194
